version=1.0.0;;;;;;;;;;;;;
asin;ean.value;ean#2.value;ean#3.value;ean#4.value;ean#5.value;ean#6.value;ean#7.value;ean#8.value;ean#9.value;ean#10.value;ean#11.value;ean#12.value;ean#13.value
B01DX0J0SG;4718755062599;;;;;;;;;;;;
B007NICX3E;3700085631232;;;;;;;;;;;;
B077915BHZ;4719692018601;;;;;;;;;;;;
B079MD8BDL;4719692019653;;;;;;;;;;;;
B00Q2Z1AYC;7350041082637;;;;;;;;;;;;
B019LZGUUI;5055288481596;;;;;;;;;;;;
B01EI5VVO6;0740617257687;;;;;;;;;;;;
B004YIU1C6;4716872052660;4250623643351;5053199012434;;;;;;;;;;
B0123ZCD36;0843591069656;8435910696562;5054629839898;4053162931589;4056572728169;;;;;;;;
B00S8HY0BW;4056572732258;0843591038348;;;;;;;;;;;
B07D84WF9P;0843591063883;8435910638838;;;;;;;;;;;
B00ZWQ4VAM;3700085612958;;;;;;;;;;;;
B07LF1B1Y8;0840006605584;;;;;;;;;;;;
B07N74CM9H;4719072598259;;;;;;;;;;;;
B07FRTSLTJ;0843591023252;;;;;;;;;;;;
B0071IKLHG;3700085612712;;;;;;;;;;;;
B072F2JCY2;0843591022989;;;;;;;;;;;;
B072PYWW4T;0889842194333;;;;;;;;;;;;
B01798VS4C;0780746062066;0843591059343;7102269153602;;;;;;;;;;
B01NAWSKT7;4711140482750;;;;;;;;;;;;
B07D728Z55;4719072559649;;;;;;;;;;;;
B07GY3VFW8;0843591075589;;;;;;;;;;;;
B0053GLCEY;0843591014120;8435910141208;;;;;;;;;;;
B07FVNCN3X;4712900861143;;;;;;;;;;;;
B078W6PHBX;4719692018748;;;;;;;;;;;;
B01B6JD5A0;4712900274035;;;;;;;;;;;;
B07CW6P9LN;0740617280630;;;;;;;;;;;;
B079G13Y57;4719692019318;;;;;;;;;;;;
B07CZH4H6M;4719512072301;;;;;;;;;;;;
B06W9DZJSX;8435910841306;0843591084130;;;;;;;;;;;
B00ZRL7WYY;0843591045735;;;;;;;;;;;;
B01ARGVZPU;4054318728671;0843591084734;;;;;;;;;;;
B019MRBJXS;0843591073080;;;;;;;;;;;;
B074MQZ644;0843591062213;;;;;;;;;;;;
B06XK9RXW5;4717964407870;;;;;;;;;;;;
B01LCR1RYC;8886419317616;;;;;;;;;;;;
B06X6BHJHB;0843591084055;;;;;;;;;;;;
B015S0Y50M;0606449110913;6064491109134;7429500969984;4058829166571;;;;;;;;;
B01DKPJVIS;0766907842418;;;;;;;;;;;;
B07FNMLCTM;4719072587093;;;;;;;;;;;;
B07HS4S62P;4719072596477;;;;;;;;;;;;
B0053GR2YI;0777060001574;0610839379774;4719543379783;5554442317455;0999994465844;0777004581353;0610839379781;4719543379790;5711045290022;;;;
B01N5HYH3C;4712900599220;;;;;;;;;;;;
B07B9C4PD2;0649528785633;;;;;;;;;;;;
B075DCGL8C;0846504002801;4711174722808;;;;;;;;;;;
B07BRM24X6;4712900906608;;;;;;;;;;;;
B00C9TEC0Y;5711045783012;0804066533003;5053959167930;7612392247357;0163120912933;4053162344976;0718037800974;;;;;;
B018SMJJH6;4712900259575;;;;;;;;;;;;
B01N6JQS8C;0740617261196;7227487258462;;;;;;;;;;;
B00Z6KXXT4;4948570114382;4948570116560;;;;;;;;;;;
B07BKK5SKR;4719331802844;;;;;;;;;;;;
B0000C120T;;;;;;;;;;;;;
B0100055LI;5099206058675;;;;;;;;;;;;
B000B5U3WE;0889894729064;;;;;;;;;;;;
B001A012BK;0883585763436;0883585763399;0883585763405;0883585763429;0884962780848;0884962780480;;;;;;;
B00HZDLDF6;4960999992167;;;;;;;;;;;;
B005MHVSJS;4960999783574;;;;;;;;;;;;
B000B8TIZE;5056066707297;0013803051209;4960999664835;4960999273020;4960999575056;4960999669304;5051964031741;;;;;;
B07GJFF168;4549292117608;;;;;;;;;;;;
B075ZP365M;4719331802370;;;;;;;;;;;;
B07CLX1T2Q;4713213512739;;;;;;;;;;;;
B013J7N50M;4719692003119;;;;;;;;;;;;
B01LXRYYN4;4058154138984;4712900367676;;;;;;;;;;;
B016AWBVXQ;0889349108949;4712900108941;;;;;;;;;;;
B06XNRXCV6;0740617266283;;;;;;;;;;;;
B0713Y7HH4;4713392975332;;;;;;;;;;;;
B07CCD16YD;0740617273809;;;;;;;;;;;;
B01KHWOAR4;4719331331290;0853837006314;;;;;;;;;;;
B00J8E92M6;6907502583199;7406172303834;0740617230383;;;;;;;;;;
B01H07FV1I;4718755062520;;;;;;;;;;;;
B073JWXGNT;0619659161422;0880926485385;;;;;;;;;;;
B0741DN383;0730143308489;7301433084890;;;;;;;;;;;
B076Q5KBFC;0740617273915;;;;;;;;;;;;
B07C3YHRW3;0740617274127;;;;;;;;;;;;
B006O6DOOS;0778656057036;;;;;;;;;;;;
B0083Y1ZBS;4897022329600;;;;;;;;;;;;
B008KA7YU6;4719331826161;;;;;;;;;;;;
B00CILJFPU;4719331805210;0818313016744;;;;;;;;;;;
B00E5YZXCC;0886227553501;4716659553502;;;;;;;;;;;
B074JH6VD9;4713883319423;;;;;;;;;;;;
B00GJ3WI3E;4719072321475;;;;;;;;;;;;
B00GO7XP28;4719072320997;;;;;;;;;;;;
B00N773G6S;4719072361792;;;;;;;;;;;;
B0088JQ0OK;4719072264093;;;;;;;;;;;;
B00BJ3R70I;4719072288846;;;;;;;;;;;;
B00F8AFLG0;4719331836153;0818313018137;;;;;;;;;;;
B009029O6K;0132018251492;8809213763786;0823884203547;0744985923595;;;;;;;;;
B00KHTY5PA;4711140488943;;;;;;;;;;;;
B00RTHQQXM;8809213767173;;;;;;;;;;;;
B00M0F0PR6;0735858287197;4053162795372;5054629489840;5032037066938;7358582871802;6759012989714;0675901298971;0735858287180;5032037066921;;;;
B007ZTILC8;4716659030010;;;;;;;;;;;;
B00ITORMNM;4718755051326;0012303561768;0767261253933;;;;;;;;;;
B00AK0CWVK;4948570031528;;;;;;;;;;;;
B00AJA53DU;0168141643996;0115971249430;4716659367871;;;;;;;;;;
B00IJXC9NQ;4719072317171;;;;;;;;;;;;
B00JFOFJT4;4719331807405;0831264734550;0953689012652;0132018268131;5054484606673;0292651507858;0807320217251;5054533606678;0808112924968;6081582597885;0804904088252;0163121465742;0804067296075
B0076CRVNO;4719331851057;;;;;;;;;;;;
B00EHAT85W;4719072306953;;;;;;;;;;;;
B00M40M2EG;4716659781103;;;;;;;;;;;;
B0087YADCG;4716659206361;;;;;;;;;;;;
B019SEXMZS;4713392225260;;;;;;;;;;;;
B003F8MT9E;4719543175507;;;;;;;;;;;;
B00R7QHPZI;4719072376321;;;;;;;;;;;;
B00EPG6ML6;4716659537823;;;;;;;;;;;;
B0067FFYDA;4719512034613;;;;;;;;;;;;
B00OIQWXUM;4713147538362;;;;;;;;;;;;
B002YHKJDA;0606449064391;;;;;;;;;;;;
B00FDONLL8;4948570112333;;;;;;;;;;;;
B00I5GZ5II;4719072327446;;;;;;;;;;;;
B01EYEDI7Y;4712900261936;;;;;;;;;;;;
B004QQY1KE;3700085612620;;;;;;;;;;;;
B0177QDJUC;4713392320873;;;;;;;;;;;;
B0177QDIEO;4713392321061;;;;;;;;;;;;
B009NR8WLA;4719072275976;;;;;;;;;;;;
B004FA8NPK;5053313952042;5032037011976;5053106026967;;;;;;;;;;
B009AT80HC;4712196335410;;;;;;;;;;;;
B00QTHK75G;4713147645497;;;;;;;;;;;;
B006G1E080;4711140878898;;;;;;;;;;;;
B017TZTB6W;4712900174762;;;;;;;;;;;;
B00E5K6DIE;4716659538004;;;;;;;;;;;;
B00AXWOR9K;4719331844172;;;;;;;;;;;;
B00CGXR37W;4719072294977;;;;;;;;;;;;
B00GWKKHYQ;4716659605423;;;;;;;;;;;;
B006YO2U5Y;0885370357547;;;;;;;;;;;;
B01AQHCGPS;4719072419493;;;;;;;;;;;;
B00INQLRB4;4719072329211;;;;;;;;;;;;
B003OJE5UK;3760185561808;;;;;;;;;;;;
B007RWWQ2Y;4716659185857;;;;;;;;;;;;
B0142T5UWC;4719072411886;;;;;;;;;;;;
B004ZHDZVU;4719331316129;;;;;;;;;;;;
B004J4HZYC;4719543349229;;;;;;;;;;;;
B007ZN2WBA;4716659155881;;;;;;;;;;;;
B00HU07SJ4;4716659664710;;;;;;;;;;;;
B00CALYGJS;4960999917368;;;;;;;;;;;;
B00CGX3QBE;4719072288822;;;;;;;;;;;;
B009YX0CRK;7640154110090;;;;;;;;;;;;
B00WG8782W;4712900014907;;;;;;;;;;;;
B004JO7CZO;0740617183177;;;;;;;;;;;;
B008Q678E6;4719072268671;;;;;;;;;;;;
B003YV64OI;0730143272100;;;;;;;;;;;;
B001QVOZHG;0097855057952;5099206014862;5051964638100;;;;;;;;;;
B004TRY3XK;4719331305093;;;;;;;;;;;;
B01DDW9AGQ;0190151021570;;;;;;;;;;;;
B00GK9E1ZK;0809385681411;4719331231200;;;;;;;;;;;
B005POPQZA;4711140878331;;;;;;;;;;;;
B015Y0QVQ2;4712900194173;;;;;;;;;;;;
B004JPMDR0;5412810137213;;;;;;;;;;;;
B006TTELPG;0845973051723;6935364051723;0803982784285;6935364051730;0898029647623;;;;;;;;
B015Y01R48;4712900172416;;;;;;;;;;;;
B073562WZP;4713392822254;;;;;;;;;;;;
B00X9TO8GQ;4712900032925;;;;;;;;;;;;
B00LW2718O;4716659788157;;;;;;;;;;;;
B00F32F68G;4716659541899;;;;;;;;;;;;
B01GV9311S;3700085660614;;;;;;;;;;;;
B071Z869S4;4713883094153;;;;;;;;;;;;
B007L1NQKM;8806071983417;;;;;;;;;;;;
B00B00Y0VE;4712196554330;;;;;;;;;;;;
B005OPLFZK;4718755032608;;;;;;;;;;;;
B006665HGY;4719543184738;0200002332264;5053106832032;;;;;;;;;;
B00K2VRAJ6;4719331816483;;;;;;;;;;;;
B00B9FYO6G;5055288420052;;;;;;;;;;;;
B00K80MMKI;4716659764458;4716659681526;;;;;;;;;;;
B00CRWT6R2;4719331126360;;;;;;;;;;;;
B0034CL2ZI;6935364050344;;;;;;;;;;;;
B01LXZR85Y;4719072466978;;;;;;;;;;;;
B005GYZBZO;0885370282733;;;;;;;;;;;;
B003XMAD3G;0740617176216;;;;;;;;;;;;
B002T3AY6G;4719331540111;4719331541781;4719331540128;;;;;;;;;;
B007KZQFWA;4719331806194;;;;;;;;;;;;
B014HANY60;4058154089941;4712900161670;4712900068375;;;;;;;;;;
B0042RUBYM;4960999665115;;;;;;;;;;;;
B00MOEMZMQ;4719331241346;;;;;;;;;;;;
B01BK00KXK;4712900246681;;;;;;;;;;;;
B01GFH6DRU;4712900328851;;;;;;;;;;;;
B015Z58FHO;4712900194050;;;;;;;;;;;;
B079JHSPD1;4712900921519;;;;;;;;;;;;
B008A1C2AM;0886227208579;5054533430891;5054484430179;4716659208570;0471665920857;;;;;;;;
B00MU00IOQ;0730143305174;4139052323198;3609920122136;7301433051748;5054484754183;5054629652022;7410017808088;7426800282201;5054533754188;4053162755284;0796594478010;0801940465092;5482491238776
B01B1WCUS0;4719072437480;;;;;;;;;;;;
B009Z560PU;5711045545177;8813121018692;0013201073612;0843591018692;;;;;;;;;
B01NBNMUPO;4719331841386;;;;;;;;;;;;
B01AZ7K3UY;4719072443887;;;;;;;;;;;;
B01EH6I4B4;4712900353501;;;;;;;;;;;;
B01N26GAS2;4712900616866;;;;;;;;;;;;
B01J66BMXC;4719331328290;;;;;;;;;;;;
B00MPASQTA;4719072361907;;;;;;;;;;;;
B013XQBY5M;4719072419516;;;;;;;;;;;;
B077WJ1GDJ;4712900921557;;;;;;;;;;;;
B01M7ZXYDX;4719072485719;;;;;;;;;;;;
B01F8R98V6;4719072462895;;;;;;;;;;;;
B00JB40498;0886227717880;4716659717881;;;;;;;;;;;
B016POTES8;0889842000405;;;;;;;;;;;;
B01EYEDGTE;4712900355673;;;;;;;;;;;;
B01NAU56QZ;4719072496456;;;;;;;;;;;;
B008J4XP7O;5054484444954;4716659192367;4054319058289;;;;;;;;;;
B015Q7F3NA;0843591050630;;;;;;;;;;;;
B007RESGD0;5147841661672;5054629298169;5054484877219;0843591014182;5053460358476;5054533877214;5036482747510;0806291848969;0151902928968;0809185319675;0191120096773;0885201301718;0809385168882
B078YHGYFV;4712900913859;;;;;;;;;;;;
B00SSVKPOO;4719072381509;;;;;;;;;;;;
B0766DDYZJ;4719331550134;0813567025252;;;;;;;;;;;
B005MEDD80;0031111381252;0818313013873;4719331331153;;;;;;;;;;
B015FY2HB0;4719331335229;;;;;;;;;;;;
B00465UNYI;0885370249521;;;;;;;;;;;;
B01KJGJTC4;4719331316471;;;;;;;;;;;;
B01BHJWAXC;4719072444426;;;;;;;;;;;;
B01MRCUCLP;4719512053072;0884102029189;;;;;;;;;;;
B071RVF3QT;4719331801380;;;;;;;;;;;;
B0019EMF2M;6935364050337;5054629259689;;;;;;;;;;;
B07HY54WWP;4718017076531;;;;;;;;;;;;
B0713QM36X;8886419371236;;;;;;;;;;;;
B00FP39OSG;4719512046265;0884102025266;;;;;;;;;;;
B00B1NZ9OM;8809213763809;;;;;;;;;;;;
B01M1GDP37;0843591095617;;;;;;;;;;;;
B077Z153LY;4712900813630;;;;;;;;;;;;
B003GSLDJ0;0879699009720;1320010320844;;;;;;;;;;;
B01D2J7NGO;5060301693139;;;;;;;;;;;;
B00KXXRCK0;5054484730866;5054629484760;5054533730861;0809396063350;4056572595716;0843591051729;0801947364442;;;;;;
B01L80DH1Y;6953041213837;0771591313182;0779184063292;0649528778314;;;;;;;;;
B00N93KG4A;5054629089873;4719512047774;;;;;;;;;;;
B076KY65JZ;0191200837371;;;;;;;;;;;;
B00E20SSZ8;0809185331981;0884102021381;5024123725737;5054629334034;0809385645499;5054531208768;5053866415681;5054531165207;8978467396870;0163121375041;5053973052717;0115971576260;0902362597481
B075RCKD7R;4713883243193;;;;;;;;;;;;
B016A51AEI;0889842013443;0889842013535;0889842008487;;;;;;;;;;
B00NINI1AM;4977766736961;;;;;;;;;;;;
B001E0JH5E;0811121010126;5060301691494;;;;;;;;;;;
B004RBYPNG;4719543179024;;;;;;;;;;;;
B00810P84O;6935364050627;;;;;;;;;;;;
B00DURD12Y;4719072295196;;;;;;;;;;;;
B009LT44RQ;4719072274993;;;;;;;;;;;;
B00FTV4KNI;4719072313784;;;;;;;;;;;;
B004UBCMU6;4719072218232;;;;;;;;;;;;
B00CMYXBOO;4719072293659;;;;;;;;;;;;
B00BB9WTF8;4719072284565;;;;;;;;;;;;
B005TG2INC;4719072238056;;;;;;;;;;;;
B005LNG7X0;4719072238032;;;;;;;;;;;;
B002LJ5IFK;0606449065022;9858595025462;;;;;;;;;;;
B007RBBL44;6940017302947;;;;;;;;;;;;
B0053QWTU0;3700085652763;;;;;;;;;;;;
B008YRY6OW;5032037045247;0735858251150;;;;;;;;;;;
B0041D81TO;5099206020108;;;;;;;;;;;;
B00CVUW5PK;4719512041161;;;;;;;;;;;;
B019Y1TRPY;4717964403452;;;;;;;;;;;;
B072L8DLVS;0649528782670;;;;;;;;;;;;
B01B4RPWTG;5060301693078;;;;;;;;;;;;
B000RHP8AS;8715946494142;8715946360829;8715946330037;8715946494210;;;;;;;;;
B008RPZ3RA;4719543188620;;;;;;;;;;;;
B01N30VZ3U;4719072496234;;;;;;;;;;;;
B075DF4PTF;0889523011010;4719331302528;;;;;;;;;;;
B06XTQCGXQ;4719331801458;;;;;;;;;;;;
B001O0F46A;0777787472947;0085854191029;;;;;;;;;;;
B005RXH0UI;0085854223645;;;;;;;;;;;;
B00ITTFO8M;5060301691012;0815671011749;;;;;;;;;;;
B079ZDWTW5;0740617276251;;;;;;;;;;;;
B076CWNCDC;4712900828931;;;;;;;;;;;;
B07C1LWTGF;5032037121552;;;;;;;;;;;;
B01LXCE9W9;8592978070113;8719706003056;5415247121756;0763649078983;4016139159409;;;;;;;;
B06X9T14H9;4719331801403;;;;;;;;;;;;
B00J8E92TE;7406172303216;5054533602489;5054629436370;4053162686984;5054484602484;0807320227212;9154403386399;0740617230321;;;;;
B01INGT6W0;7429502123117;4712900469349;;;;;;;;;;;
B00JR9KXZM;4716659732945;;;;;;;;;;;;
B073SB2MXW;0718037856339;;;;;;;;;;;;
B01GCWQ4JA;0740617258516;7406172585162;;;;;;;;;;;
B00AIQI1WU;4960999909158;;;;;;;;;;;;
B0759FKH8K;0735858350365;5032037108782;;;;;;;;;;;
B07CDW4VWD;4719072562830;;;;;;;;;;;;
B002OEMD1E;0606449067866;6064490678662;;;;;;;;;;;
B005404P9I;0735858392426;5032037140102;;;;;;;;;;;
B001PS4KAW;6935364052249;6935364052089;;;;;;;;;;;
B01GELBKBG;4948570114757;;;;;;;;;;;;
B076L79KZK;4718755021947;;;;;;;;;;;;
B00LA6ZLGQ;8809321842847;5054484730927;5052184597192;8435910498494;5054533730922;0843591049849;4056572596508;5705585187881;5054629647745;;;;
B00S9SH7C4;2724497561674;4718755062551;;;;;;;;;;;
B07BJJL8R5;0740617278118;;;;;;;;;;;;
B074PTZHL1;3700085670262;;;;;;;;;;;;
B00JY8CLX8;4719512046531;;;;;;;;;;;;
B07D95LYNW;5060301694686;;;;;;;;;;;;
B07N8WSN3N;4719072613297;;;;;;;;;;;;
B017NW5NZY;0843591082549;;;;;;;;;;;;
B07J1MRFL8;7340172701040;;;;;;;;;;;;
B01ACOEEVO;4058829157739;0843591068178;;;;;;;;;;;
B013J7LQYO;4719692003430;0848354013433;;;;;;;;;;;
B0198X44VA;0649528773821;;;;;;;;;;;;
B07MCCH161;4718017220446;;;;;;;;;;;;
B07J576X3Y;4719072601584;5706998562364;;;;;;;;;;;
B06XKWT7GD;0730143308441;7301433084418;;;;;;;;;;;
B00IOMFFUG;0730143304740;8978467387991;8978467364077;8978467412020;5054629445136;5554442243297;4056572595358;;;;;;
B01C4EE6L8;4712900282726;4058154144497;;;;;;;;;;;
B07GLJNYG3;4713213513750;;;;;;;;;;;;
B07L4KKHDJ;4718017126946;;;;;;;;;;;;
B01DPSQPZW;0649528777263;;;;;;;;;;;;
B06XH3R3N8;0885022012930;4713213511015;;;;;;;;;;;
B013W9NES0;3536403345136;5054629846025;;;;;;;;;;;
B00N9PVZXO;5054531013911;5054533885868;5054531175374;0740617234473;5054629500491;5054484885863;5054531100611;7406172344738;4056572396153;5425656194128;;;
B07DHNPL3N;0843591076401;;;;;;;;;;;;
B07HHWS99D;4719072596910;;;;;;;;;;;;
B07L2X4ZBX;0843591080743;;;;;;;;;;;;
B01LA0X208;0843591090872;;;;;;;;;;;;
B012B6XVKQ;0889879000072;4718755062612;4997401159191;;;;;;;;;;
B07DDLKPMV;4719072540531;;;;;;;;;;;;
B01HKF450S;0843591090278;;;;;;;;;;;;
B07K3DH1DN;4718017144377;;;;;;;;;;;;
B07CMX4S8J;4719072558871;;;;;;;;;;;;
B06XTPNCMM;0843591096904;;;;;;;;;;;;
B00L8ZXAPI;3760230670318;;;;;;;;;;;;
B010SNDU5K;3700085672310;;;;;;;;;;;;
B01CUC0Y3S;4719072444273;;;;;;;;;;;;
B01JS9F9K4;4719072471729;;;;;;;;;;;;
B00GD3GLUQ;4719331333225;;;;;;;;;;;;
B019NWTRHW;0843591071727;;;;;;;;;;;;
B01FKITRJG;4719072463472;;;;;;;;;;;;
B01L1WJ7RC;4712900439687;;;;;;;;;;;;
B00M1WH9JA;4716659846444;4056572595303;;;;;;;;;;;
B01N13VD6F;4719072494995;;;;;;;;;;;;
B003NS5RLS;0606449071825;;;;;;;;;;;;
B0756Z47NX;4719072540494;;;;;;;;;;;;
B004M4OV3W;0885370248104;;;;;;;;;;;;
B0190VNFRO;4712900226874;;;;;;;;;;;;
B06ZYC3SW1;4719072516161;;;;;;;;;;;;
B018TZ7WYE;4719072439361;;;;;;;;;;;;
B00ILIBI5O;0730143304566;;;;;;;;;;;;
B073R8DB3G;4719331801793;;;;;;;;;;;;
B01K7GO8YU;4712900329278;;;;;;;;;;;;
B077WWP34W;4719072542597;;;;;;;;;;;;
B01AO0P1FO;4712900261981;;;;;;;;;;;;
B01N6T6RC2;4719072502850;;;;;;;;;;;;
B01CQMUH2U;4712900246469;;;;;;;;;;;;
B01N083UZ4;4712900533361;;;;;;;;;;;;
B018S1ZZY8;4712900245820;;;;;;;;;;;;
B014QPFQ12;4719072418540;;;;;;;;;;;;
B079M6SBX9;4712900923148;;;;;;;;;;;;
B076MQ2ZR1;4712900838442;;;;;;;;;;;;
B00LFBEOUA;5099206051775;4054843766797;;;;;;;;;;;
B01G5I6MUW;0843591072106;;;;;;;;;;;;
B001RB21JE;0649528743978;;;;;;;;;;;;
B010NS1LVA;0843591056458;;;;;;;;;;;;
B007R21JK4;8183130143686;4719331807320;0818313014368;0112039988171;;;;;;;;;
B00D8XL2M6;4719072301637;;;;;;;;;;;;
B00C5VRTCY;4719072293642;;;;;;;;;;;;
B00BAPIVZ0;4719072286910;;;;;;;;;;;;
B004OE6NY0;4719072217334;;;;;;;;;;;;
B0050GC9HQ;4719072223588;;;;;;;;;;;;
B0063FT232;4719072243586;;;;;;;;;;;;
B007KZQF52;4719072257057;;;;;;;;;;;;
B00GH16VC2;4719072319427;;;;;;;;;;;;
B008958O6A;4719072264888;;;;;;;;;;;;
B004SK40O0;0606449078077;;;;;;;;;;;;
B079FTMW7R;4719692019295;;;;;;;;;;;;
B004YZF16A;0885370311075;5054533742642;5052916469605;;;;;;;;;;
B00GWKUP84;4713147022298;4053162597259;;;;;;;;;;;
B004FPQL0E;8809213762123;;;;;;;;;;;;
B06XTB9N1Z;0843591023085;;;;;;;;;;;;
B00J2LIFDC;5554442243181;0675901275644;0806293542889;0809186289311;0807030513445;0803982779090;5054230807958;5032037062398;0735858279765;7337331793527;0809385684030;;
B00MWNE3XI;4549292008500;;;;;;;;;;;;
B005PWOKMM;4960999689142;;;;;;;;;;;;
B00MCX4Q2G;4718755053047;;;;;;;;;;;;
B01M4P8GTY;4251233194998;4948570115051;;;;;;;;;;;
B01H5KKQTM;4718755065477;;;;;;;;;;;;
B002GHTJ2A;0790069324772;;;;;;;;;;;;
B06Y68SH53;4711174722754;;;;;;;;;;;;
B00U8WQKM2;0845973092061;7426044714711;6935364092061;;;;;;;;;;
B00HQC0H4Y;;;;;;;;;;;;;
B00N9PVXY0;5054629500224;0740617234619;5054531014024;5054629946510;4056572668014;5054531211430;5054484704850;5054533704855;7406172346190;;;;
B01FJ4UO02;0740617252958;0889842090147;;;;;;;;;;;
B00DGHD2TA;7301433043378;0949498864643;0941415836481;8592978101787;5554442243372;0730143303644;5054444176932;0399481878995;5436639775746;;;;
B00CO8TBOW;0735858260664;5032037051163;5032037051156;;;;;;;;;;
B007SZ0E1K;0735858241687;0735858243001;5032037037709;5032037036399;0675900010451;;;;;;;;
B005LTU6VI;0735858222433;5032037040099;5032037018937;;;;;;;;;;
B073X2SHKD;4718755069055;;;;;;;;;;;;
B0050FBIXI;5099206029194;;;;;;;;;;;;
B0162YQHJA;0740617246155;5054629867679;;;;;;;;;;;
B0046HRIZI;3536401462583;;;;;;;;;;;;
B017Z7ZUFU;5055288431911;;;;;;;;;;;;
B009KTRX98;0885370430226;0882224251877;;;;;;;;;;;
B071CW1Y1C;4712900703559;;;;;;;;;;;;
B01CR7DL4K;8809213768378;0823884208030;;;;;;;;;;;
B01HKF58A4;0843591090391;;;;;;;;;;;;
B017IRT4NQ;8809213768330;;;;;;;;;;;;
B0050FOCFE;4260070122712;;;;;;;;;;;;
B009QZH26A;0815671011053;5060301690305;;;;;;;;;;;
B01F9S55Z2;4719512052679;5057103126347;;;;;;;;;;;
B00280RDFU;4260070121951;;;;;;;;;;;;
B01N228RYU;4251233193526;4948570115143;;;;;;;;;;;
B01N0L41N7;0675901427791;5032037092630;;;;;;;;;;;
B005AA6YKA;4895106259812;;;;;;;;;;;;
B01N0OZ5J6;4712900603712;;;;;;;;;;;;
B01NCS6YL4;4719072490058;4058154162705;;;;;;;;;;;
B06XWY767M;4719331301392;;;;;;;;;;;;
B06XNLNMN6;4719072512231;;;;;;;;;;;;
B073TBD4QV;4719331301828;;;;;;;;;;;;
B01LZ5AOI4;8719706002424;;;;;;;;;;;;
B003MVJ23K;8715946624624;8715946493268;8715946493152;;;;;;;;;;
B01GEOLSBU;4549292051377;;;;;;;;;;;;
B001DXKGKM;0193808112188;0193808112164;0193808112195;0193808112171;0193808112157;0193808112133;0193808112140;0883585301515;;;;;
B001QB9KFI;0884420649410;0884962546147;0884420649441;8844206494100;0884420649427;0065030834759;;;;;;;
B00K086S76;4977766735070;;;;;;;;;;;;
B009DL0DAO;4960999904924;;;;;;;;;;;;
B003LNLPQ6;0884962894408;0884962894422;4057033337166;4054189434558;4056324680653;5052584339392;5057589204256;4057032158984;0884962894415;0884962894392;5711045031496;8849628943922;
B07BSBBV6C;4549292090208;4549292090277;;;;;;;;;;;
B000B8TJ0S;4960999272672;;;;;;;;;;;;
B001GT9BWC;4977766659567;5014047560842;;;;;;;;;;;
B0089TGE5E;4977766708920;;;;;;;;;;;;
B07BXQD9BC;4712900892444;;;;;;;;;;;;
B01MG15R5T;4719072488772;;;;;;;;;;;;
B073T3XMGY;0085854240789;;;;;;;;;;;;
B07CQCR584;4711246872769;;;;;;;;;;;;
B072F7C6ZH;4717964409904;;;;;;;;;;;;
B07LDH32ZP;4718755077197;;;;;;;;;;;;
B072KTSCCS;5032037104791;0735858344005;;;;;;;;;;;
B07H4V9T9R;4719512074800;0884102047299;;;;;;;;;;;
B073S1X9S4;4948570115372;;;;;;;;;;;;
B00A33BYRC;0606449090451;;;;;;;;;;;;
B07H4Z2FCF;7340172701187;;;;;;;;;;;;
B00J8E8ZLK;0042111627622;7406172304442;0740617230444;;;;;;;;;;
B00HV6V56O;4053162765733;5425656154115;5052916882596;0803982775610;5054484578048;0132018507360;5054629417072;0740617228250;7406172282504;5054533578043;;;
B01N4LADQX;4712900621846;;;;;;;;;;;;
B06XNPT329;0190781722076;0740617266887;;;;;;;;;;;
B01N99Q637;3660619400157;;;;;;;;;;;;
B01M6ZANMP;4719331339326;;;;;;;;;;;;
B06XMY4GCP;4719331801335;;;;;;;;;;;;
B00I0OWF9W;0888182354483;;;;;;;;;;;;
B07G35SXM6;4718017030625;;;;;;;;;;;;
B06XS364S8;0843591096867;;;;;;;;;;;;
B00F6S0XJO;5054629355688;0627813088737;0803982760722;5054230520529;5054230017920;0843591043861;8435910438612;5054531091438;5054230131442;5054533495807;0734911088344;5054531166006;5054484495802
B01MSJ7KYG;4718755066535;;;;;;;;;;;;
B077P3YS97;4713224520754;;;;;;;;;;;;
B077PNBZV8;4713224520747;;;;;;;;;;;;
B07PDH4FV7;4719072604929;;;;;;;;;;;;
B079Y3BF3P;5055288435919;;;;;;;;;;;;
B01H07FV5Y;4718755065712;;;;;;;;;;;;
B00P7TPYI2;0843591055703;4056572724178;;;;;;;;;;;
B07KPHN4YP;4719331303761;;;;;;;;;;;;
B017UC3NVI;4719692007599;0848354017592;;;;;;;;;;;
B00569K7LM;7426801213204;5053313959188;0084359114298;5054230369944;5053313861405;5053460968798;0809394270361;8536692580541;0843591014298;7123290440301;8502201620541;5054531156267;5269692760295
B078WHH68P;4712900913583;;;;;;;;;;;;
B07CL9WFWC;0843591065214;;;;;;;;;;;;
B079VG61MK;4719512062937;;;;;;;;;;;;
B018C5MOYO;4711140483900;;;;;;;;;;;;
B07CTBTHFQ;4719072564544;;;;;;;;;;;;
B01ER9VMZQ;0889842090598;;;;;;;;;;;;
B01D2BBZMU;0840046034139;4718755062568;;;;;;;;;;;
B01FJLAITC;5032037087193;0735858317689;;;;;;;;;;;
B075XQNC5Y;0843591094658;;;;;;;;;;;;
B07MFQHPWD;4718017124683;;;;;;;;;;;;
B07JBXC337;4719331303815;;;;;;;;;;;;
